TIME;HOME;AWAY;MATCH_ID;1;X;2;UG_0_2;UG_3_PLUS;UG_4_PLUS;GG;I_GG;GG_3_PLUS
20:30;Motor Lublin;Widzew Lodz;797;2.72;3.55;2.42;2.15;1.7;2.78;1.6;4.15;1.97
20:30;Odra Opole;Ruch Chorzow;765;2.52;3.15;2.78;1.7;2.03;3.7;1.77;4.95;2.42
20:30;Novara;Virtus Verona;756;2.1;3.05;3.3;1.6;2.17;4.1;1.9;5.4;2.65
20:45;Paris FC;Nantes;883;1.7;3.95;4.85;2.0;1.82;3.05;1.77;4.85;2.23
20:45;Milan;Pisa;870;1.33;4.9;11.0;2.12;1.7;2.78;2.2;5.8;2.7
20:45;Charleroi;Anderlecht;796;2.78;3.5;2.47;1.95;1.88;3.25;1.72;4.6;2.2
20:45;Galway;Drogheda;765;2.13;3.2;3.4;1.75;2.03;3.6;1.8;4.85;2.4
20:45;St. Patricks;Waterford;765;1.38;4.95;6.8;2.35;1.55;2.42;1.77;4.45;2.07
20:45;Treaty United;Cobh Ramblers;767;3.5;3.5;1.93;2.0;1.7;2.8;1.6;4.33;2.0
20:45;UCD;Bray;770;2.03;3.5;3.2;2.1;1.65;2.65;1.55;4.15;1.95
21:00;Leeds;West Ham;892;1.85;3.75;4.5;1.85;2.0;3.5;1.85;5.1;2.4
21:00;Real Sociedad;Sevilla;892;2.0;3.4;4.15;1.83;2.0;3.55;1.82;5.1;2.37
21:00;Preston;Sheffield Utd;784;2.8;3.1;2.7;1.6;2.32;4.45;1.97;5.5;2.72
21:15;Alverca;Gil Vicente;784;3.2;3.05;2.47;1.55;2.45;4.8;2.07;5.8;2.9
21:45;Vizela;Felgueiras 1932;763;2.03;3.35;3.55;1.75;1.97;3.55;1.8;5.0;2.4
22:00;Juan Pablo II;Comerciantes Unidos;759;1.7;3.4;4.9;1.73;1.97;3.55;1.92;5.25;2.52
22:00;Palestino;Everton;763;2.1;3.25;3.3;1.77;1.92;3.4;1.73;4.85;2.32
23:00;Independiente;Platense;773;1.92;3.2;4.45;1.45;2.65;5.5;2.35;7.0;3.35
23:00;Alianza;La Equidad;753;1.47;4.0;6.7;1.77;1.93;3.45;2.12;5.8;2.72
